material_id,formula,elements,nelements,band_gap_eV,energy_above_hull_eV,formation_energy_per_atom_eV,density,nsites,layered_score,anisotropy_ratio,layer_axis,axis_bonds_a,axis_bonds_b,axis_bonds_c,total_bonds,layered_invalid_reason,is_layered_candidate,weak_axis_fraction,layered_continuous,weak_axis,eg_target_score,score_stability_norm,score_eg_norm,score_layered_norm,score_formE_norm,complexity,score_complexity_norm,baseline_score_v3,gating_efficiency_eta,quantum_proxy,dielectric_proxy,surface_proxy,debye_length_nm_physio_0p15M,loc_ooc_score_physio_0p15M_2nm,loc_ooc_score_physio_0p15M_5nm,loc_ooc_score_physio_0p15M_10nm,debye_length_nm_diluted_0p01M,loc_ooc_score_diluted_0p01M_2nm,loc_ooc_score_diluted_0p01M_5nm,loc_ooc_score_diluted_0p01M_10nm,loc_ooc_score_robust_min,loc_ooc_score_main,formula_norm,formula_reduced,element_set_key,ext_source,ext_id,formula_ext,band_gap_eV_ext,vbm_eV,cbm_eV,work_function_eV,magmom,piezo_proxy,dielectric_proxy_ext,elastic_proxy,formula_norm_ext,eg_used,tag_photonics,tag_magnetic,tag_piezo_MEMS,tag_bio_robust,has_magmom,has_piezo,multiphysics_tags
mp-1102093,EuI2,"Eu,I",2,1.3259,0.0,-1.8748465075,5.292732391321431,12,1.0,0.0,b,32,0,0,56,,True,0.0,1.0,b,0.9587754830301192,1.0,0.94490806820898,1.0,0.4718203890582966,32,0.8947368421052632,0.8700647790744307,0.6666666666666666,0.4299410980695645,0.1889383263812306,0.5,0.7849246248313698,0.0021184526443291,4.63591265361342e-05,7.93711584065807e-08,3.04,0.0140245106557276,0.0052276636356429,0.0010092703182474,7.93711584065807e-08,4.63591265361342e-05,EuI2,EuI2,Eu-I,,,,,,,,,,,,,1.3259,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-1025201,Rb2PdCl4,"Cl,Pd,Rb",3,1.7485,0.0,-1.733442019285714,3.046260817114228,7,1.0,0.0,b,32,0,0,40,,True,0.0,1.0,b,0.9178080428382626,1.0,0.8901596721817855,1.0,0.4352956150334255,37,0.8289473684210527,0.8424937778942369,0.6666666666666666,0.3638348189921775,0.3282713004683939,0.3333333333333333,0.7849246248313698,0.0020765177615015,4.544144515935789e-05,7.780000210219888e-08,3.04,0.0137468947209853,0.0051241817557861,0.0009892917585895,7.780000210219888e-08,4.544144515935789e-05,Rb2PdCl4,Rb2PdCl4,Cl-Pd-Rb,,,,,,,,,,,,,1.7485,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-1211293,La(YS2)3,"La,S,Y",3,1.0838,0.0,-2.439135338687501,4.119286934675758,20,1.0,0.0,b,72,0,0,108,,True,0.0,1.0,b,0.7861664643889247,1.0,0.7142354446284621,1.0,0.6175761730801494,50,0.6578947368421053,0.8178635694573559,0.6666666666666666,0.4798925040790862,0.2427604621523441,0.3333333333333333,0.7849246248313698,0.0020254447348401,4.43237893496248e-05,7.58864708744434e-08,3.04,0.0134087827464031,0.0049981498593664,0.000964959616915,7.58864708744434e-08,4.43237893496248e-05,La(YS2)3,La(YS2)3,La-S-Y,,,,,,,,,,,,,1.0838,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-558121,K4Ba(VS4)2,"Ba,K,S,V",4,1.5514,0.0,-1.531453596933332,2.545394677335719,30,1.0,0.0,a,0,0,20,132,,True,0.0,1.0,a,0.996337335091706,1.0,0.995105277079048,1.0,0.3831220130832462,70,0.3947368421052631,0.8148744060969376,0.6666666666666666,0.3919416790781531,0.3928663829244376,0.25,0.7849246248313698,0.0020078259199168,4.393822827860835e-05,7.522635427757e-08,3.04,0.0132921432462027,0.004954672258711,0.0009565656851496,7.522635427757e-08,4.393822827860835e-05,K4Ba(VS4)2,K4Ba(VS4)2,Ba-K-S-V,,,,,,,,,,,,,1.5514,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-18642,Ca(YS2)2,"Ca,S,Y",3,1.5361,0.0,-2.407047725892858,3.454275226819853,28,1.0,0.0,b,112,0,0,152,,True,0.0,1.0,b,0.9981916231983844,1.0,0.9975833254788872,1.0,0.6092879438936343,58,0.5526315789473684,0.8765165780431855,0.6666666666666666,0.3943062182090611,0.2894963297179538,0.3333333333333333,0.7849246248313698,0.0019846099475021,4.343018189592783e-05,7.435653137686894e-08,3.04,0.0131384496277098,0.0048973826633626,0.0009455051632493,7.435653137686894e-08,4.343018189592783e-05,Ca(YS2)2,Ca(YS2)2,Ca-S-Y,,,,,,,,,,,,,1.5361,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-568986,KAuCl4,"Au,Cl,K",3,1.4211,0.000193206666665,-1.318274768708334,3.670605181305291,24,1.0,0.0,b,16,0,0,104,,True,0.0,1.0,b,0.9913911452470044,0.996086859576402,0.9884952482567632,1.0,0.3280579297140861,54,0.6052631578947368,0.8220877716694023,0.6666666666666666,0.4130353971335343,0.2724346396864164,0.3333333333333333,0.7849246248313698,0.0019563568478028,4.281190561417823e-05,7.329798458437214e-08,3.04,0.0129514093845158,0.0048276630487715,0.0009320448600411,7.329798458437214e-08,4.281190561417823e-05,KAuCl4,KAuCl4,Au-Cl-K,,,,,,,,,,,,,1.4211,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-1223847,K2PdBrCl3,"Br,Cl,K,Pd",4,1.4958,0.002190467142856,-1.6585691784999992,2.726319700259406,7,1.0,0.0,a,0,0,32,40,,True,0.0,1.0,a,0.9999755003001224,0.955635042665812,0.9999672774556873,1.0,0.4159559630546695,47,0.6973684210526316,0.8396103668798625,0.6666666666666666,0.4006731308598445,0.3667948406435427,0.25,0.7849246248313698,0.0019163427019005,4.193625665497803e-05,7.179879170818487e-08,3.04,0.0126865090493163,0.004728920933386,0.0009129813752484,7.179879170818487e-08,4.193625665497803e-05,K2PdBrCl3,K2PdBrCl3,Br-Cl-K-Pd,,,,,,,,,,,,,1.4958,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-1078085,Cs2PdCl4,"Cl,Cs,Pd",3,1.839,0.0,-1.572084017142858,3.239031241324765,7,1.0,0.0,a,0,0,32,40,,True,0.0,1.0,a,0.8524740586700582,1.0,0.8028481188476252,1.0,0.3936168491059869,37,0.8289473684210527,0.812330136375209,0.6666666666666666,0.3522367030644593,0.3087342867341408,0.3333333333333333,0.7849246248313698,0.0018906796353657,4.137465932497548e-05,7.083728457958093e-08,3.04,0.0125166152586576,0.0046655926923407,0.0009007550121063,7.083728457958093e-08,4.137465932497548e-05,Cs2PdCl4,Cs2PdCl4,Cl-Cs-Pd,,,,,,,,,,,,,1.839,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-22934,K2PtCl4,"Cl,K,Pt",3,1.819599999999999,0.0,-1.507347296785714,3.378281991785835,7,1.0,0.0,b,32,0,0,40,,True,0.0,1.0,b,0.8677367542022334,1.0,0.8232450022146293,1.0,0.3768953566553882,37,0.8289473684210527,0.8140850587268402,0.6666666666666666,0.3546602354943965,0.2960084452486388,0.3333333333333333,0.7849246248313698,0.0018252193984208,3.9942161215689634e-05,6.838471390268017e-08,3.04,0.0120832575468308,0.0045040577620352,0.0008695685353395,6.838471390268017e-08,3.9942161215689634e-05,K2PtCl4,K2PtCl4,Cl-K-Pt,,,,,,,,,,,,,1.819599999999999,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-574040,K2SnBr6,"Br,K,Sn",3,1.6124,0.0,-1.544271811611111,3.70306395236049,18,1.0,0.0,c,8,8,0,88,,True,0.0,1.0,c,0.9826061612737756,1.0,0.9767551009737874,1.0,0.3864329574558086,48,0.6842105263157895,0.8398964193661875,0.6666666666666666,0.3827897718572959,0.2700466459302053,0.3333333333333333,0.7849246248313698,0.0017972048765247,3.932910584770353e-05,6.733510580261164e-08,3.04,0.0118977967285781,0.0044349268811641,0.0008562218950427,6.733510580261164e-08,3.932910584770353e-05,K2SnBr6,K2SnBr6,Br-K-Sn,,,,,,,,,,,,,1.6124,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-1079673,ThSe3,"Se,Th",2,1.2728,0.0,-1.585264253046872,6.455077314213163,8,1.0,0.0,c,24,12,0,36,,True,0.0,1.0,c,0.9308154749874572,1.0,0.9075426485958822,1.0,0.3970213035477657,28,0.9473684210526316,0.851026764963787,0.6666666666666666,0.4399859204505456,0.1549168121965235,0.5,0.7849246248313698,0.0017775714481767,3.889945801414802e-05,6.659950854692134e-08,3.04,0.0117678201507145,0.0043864778588586,0.0008468681638984,6.659950854692134e-08,3.889945801414802e-05,ThSe3,ThSe3,Se-Th,,,,,,,,,,,,,1.2728,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-1173753,Na2Ga2Se3,"Ga,Na,Se",3,1.362699999999999,0.0,-1.053090094255693,4.158191571357681,14,1.0,0.0,c,16,16,0,76,,True,0.0,1.0,c,0.9741574385092296,1.0,0.9654643291395912,1.0,0.2595607382065313,44,0.736842105263158,0.8169624404525199,0.6666666666666666,0.4232445930503239,0.2404891604533488,0.3333333333333333,0.7849246248313698,0.001769641933458,3.872593259822821e-05,6.630241681324072e-08,3.04,0.0117153254376679,0.0043669103524269,0.0008430903953157,6.630241681324072e-08,3.872593259822821e-05,Na2Ga2Se3,Na2Ga2Se3,Ga-Na-Se,,,,,,,,,,,,,1.362699999999999,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-1146,ThS2,"S,Th",2,1.033599999999999,0.0,-2.284807075208329,7.252511887947037,12,1.0,0.0,b,48,0,0,72,,True,0.0,1.0,b,0.739246721207306,1.0,0.6515324622314281,1.0,0.5777131883870085,32,0.8947368421052632,0.8178994374457851,0.6666666666666666,0.4917387883556257,0.1378832624406865,0.5,0.7849246248313698,0.0017682177764418,3.869476707961333e-05,6.624905853193497e-08,3.04,0.0117058972801386,0.0043633959883627,0.0008424119003732,6.624905853193497e-08,3.869476707961333e-05,ThS2,ThS2,S-Th,,,,,,,,,,,,,1.033599999999999,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-1223861,K2PdBr3Cl,"Br,Cl,K,Pd",4,1.3535,0.002553047142857,-1.539957979928571,3.140649133258201,7,1.0,0.0,a,0,0,32,40,,True,0.0,1.0,a,0.9706312164106548,0.9482914738372464,0.9607519281931688,1.0,0.3853186948933126,47,0.6973684210526316,0.8214760052833919,0.6666666666666666,0.4248990864669641,0.318405513500507,0.25,0.7849246248313698,0.0017641118448006,3.860491498638321e-05,6.609522334870795e-08,3.04,0.0116787153262688,0.0043532638621674,0.0008404557580232,6.609522334870795e-08,3.860491498638321e-05,K2PdBr3Cl,K2PdBr3Cl,Br-Cl-K-Pd,,,,,,,,,,,,,1.3535,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-1079264,Nb(SBr)2,"Br,Nb,S",3,1.4107,0.000833581,-1.262439993999998,4.090429157624129,10,1.0,0.0,c,8,8,0,36,,True,0.0,1.0,c,0.988985428976366,0.9831169412331966,0.9852802778681528,1.0,0.3136358094921232,40,0.7894736842105263,0.8329296821564746,0.6666666666666666,0.4148172729912473,0.2444731253042496,0.3333333333333333,0.7849246248313698,0.001763138514864,3.85836151353751e-05,6.605875601261429e-08,3.04,0.0116722717193731,0.0043508619951592,0.0008399920455029,6.605875601261429e-08,3.85836151353751e-05,Nb(SBr)2,Nb(SBr)2,Br-Nb-S,,,,,,,,,,,,,1.4107,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-1095291,Li2SnSe3,"Li,Se,Sn",3,1.479699999999999,0.0,-1.06635561561632,3.980317975904259,12,1.0,0.0,c,2,8,0,48,,True,0.0,1.0,c,0.9994278165372052,1.0,0.9992353594395886,1.0,0.2629872218785685,42,0.7631578947368421,0.8287220737092951,0.6666666666666666,0.4032745896681052,0.2512362092811988,0.3333333333333333,0.7849246248313698,0.0017614956128023,3.854766271285196e-05,6.599720210432482e-08,3.04,0.0116613954330742,0.0043468078382783,0.0008392093363443,6.599720210432482e-08,3.854766271285196e-05,Li2SnSe3,Li2SnSe3,Li-Se-Sn,,,,,,,,,,,,,1.479699999999999,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-878,Ho2S3,"Ho,S",2,1.4612999999999992,0.0,-2.376410549020833,6.046408249359246,30,1.0,0.0,b,96,0,0,156,,True,0.0,1.0,b,0.9979220369606984,1.0,0.9972230536621668,1.0,0.6013743622517633,50,0.6578947368421053,0.8853701095501049,0.6666666666666666,0.4062893592816805,0.1653874430503386,0.5,0.7849246248313698,0.0017523776928075,3.834813084797084e-05,6.565558489886917e-08,3.04,0.0116010332784292,0.0043243077276824,0.0008348653893415,6.565558489886917e-08,3.834813084797084e-05,Ho2S3,Ho2S3,Ho-S,,,,,,,,,,,,,1.4612999999999992,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-7219,Na2ZrSe3,"Na,Se,Zr",3,1.3166,0.0,-1.555228321197918,4.3352198535060165,12,1.0,0.0,c,20,20,0,72,,True,0.0,1.0,c,0.9543583438714566,1.0,0.9390050563821938,1.0,0.3892630234729002,42,0.7631578947368421,0.8389196582638127,0.6666666666666666,0.431667098333765,0.2306688089166392,0.3333333333333333,0.7849246248313698,0.0017311563653213,3.788373424754127e-05,6.486049450588164e-08,3.04,0.0114605445428157,0.0042719402781212,0.0008247551534564,6.486049450588164e-08,3.788373424754127e-05,Na2ZrSe3,Na2ZrSe3,Na-Se-Zr,,,,,,,,,,,,,1.3166,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-29084,Ba2GdCl7,"Ba,Cl,Gd",3,1.561499999999999,0.0,-2.872607037499999,3.932393551520615,40,1.0,0.0,a,0,16,0,200,,True,0.0,1.0,a,0.9947606485325494,1.0,0.9929982120599208,1.0,0.7295418966950236,70,0.3947368421052631,0.8836316165645112,0.6666666666666666,0.3903962521959791,0.2542980469524243,0.3333333333333333,0.7849246248313698,0.0017260252327929,3.777144718613508e-05,6.46682485598556e-08,3.04,0.0114265755876852,0.004259278284,0.0008223105862985,6.46682485598556e-08,3.777144718613508e-05,Ba2GdCl7,Ba2GdCl7,Ba-Cl-Gd,,,,,,,,,,,,,1.561499999999999,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-27243,K2PtBr4,"Br,K,Pt",3,1.476999999999999,0.006333842142856,-1.435937949214286,4.112557663438326,7,1.0,0.0,b,32,0,0,40,,True,0.0,1.0,b,0.9992655476200591,0.8717165708941376,0.9990185052037076,1.0,0.3584503248445352,37,0.8289473684210527,0.8158543993801805,0.6666666666666666,0.40371417036738,0.2431576847882892,0.3333333333333333,0.7849246248313698,0.0017067128914554,3.73488258553405e-05,6.394468133374856e-08,3.04,0.0112987246595094,0.0042116216017517,0.0008131098269896,6.394468133374856e-08,3.73488258553405e-05,K2PtBr4,K2PtBr4,Br-K-Pt,,,,,,,,,,,,,1.476999999999999,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-2234,Er2S3,"Er,S",2,1.4691,0.0,-2.3661894406875,6.204950661786847,30,1.0,0.0,b,96,0,0,156,,True,0.0,1.0,b,0.9986747539151978,1.0,0.9982289755779206,1.0,0.59873425035098,50,0.6578947368421053,0.8850935676488867,0.6666666666666666,0.4050058725851524,0.1611616360075986,0.5,0.7849246248313698,0.0017022083746315,3.725025132926603e-05,6.377591253009536e-08,3.04,0.0112689040050965,0.0042005058947946,0.0008109637912306,6.377591253009536e-08,3.725025132926603e-05,Er2S3,Er2S3,Er-S,,,,,,,,,,,,,1.4691,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-1227892,BaNaVS4,"Ba,Na,S,V",4,1.5001,0.0,-1.5875672548399,3.098167206492576,28,1.0,0.0,a,0,48,0,152,,True,0.0,1.0,a,0.9999999861111112,1.0,1.0,1.0,0.3976161688248973,68,0.4210526315789473,0.8216284969228743,0.6666666666666666,0.3999840006399744,0.3227714753110747,0.25,0.7849246248313698,0.0016834394738363,3.6839522371394815e-05,6.307270615816435e-08,3.04,0.0111446507441601,0.0041541902500101,0.0008020219371234,6.307270615816435e-08,3.6839522371394815e-05,BaNaVS4,BaNaVS4,Ba-Na-S-V,,,,,,,,,,,,,1.5001,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-32689,Pr2Se3,"Pr,Se",2,1.475099999999999,0.0,-2.190777713854166,6.297756108096001,40,1.0,0.0,a,0,32,32,256,,True,0.0,1.0,a,0.9991392456617296,1.0,0.9988497167804804,1.0,0.55342540786084,60,0.5263157894736843,0.8630290897146566,0.6666666666666666,0.4040240798351583,0.1587867143210678,0.5,0.7849246248313698,0.0016730585779131,3.661235219180635e-05,6.268376957422517e-08,3.04,0.0110759274777323,0.0041285735187283,0.0007970762848521,6.268376957422517e-08,3.661235219180635e-05,Pr2Se3,Pr2Se3,Pr-Se,,,,,,,,,,,,,1.475099999999999,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-32798,La2Se3,"La,Se",2,1.58,0.0,-2.342295032187499,6.045119341034584,40,1.0,0.0,a,0,0,24,256,,True,0.0,1.0,a,0.9911505004882848,1.0,0.988173653485634,1.0,0.5925623255277881,60,0.5263157894736843,0.8681874574243346,0.6666666666666666,0.3875968992248061,0.165422706084882,0.5,0.7849246248313698,0.0016721111773043,3.659161976485195e-05,6.264827372115582e-08,3.04,0.0110696555273211,0.0041262356370086,0.0007966249255467,6.264827372115582e-08,3.659161976485195e-05,La2Se3,La2Se3,La-Se,,,,,,,,,,,,,1.58,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-675237,Na3GdI6,"Gd,I,Na",3,1.549599999999999,0.0,-1.5575324864137912,4.171643768665064,10,1.0,0.0,a,0,14,14,48,,True,0.0,1.0,a,0.9965889420328564,1.0,0.9954415215793826,1.0,0.389858189262109,40,0.7894736842105263,0.8557793866683201,0.6666666666666666,0.392218387197992,0.2397136609581605,0.3333333333333333,0.7849246248313698,0.0016346290395335,3.577137996746298e-05,6.12439465097879e-08,3.04,0.0108215175092381,0.0040337417079443,0.0007787677366131,6.12439465097879e-08,3.577137996746298e-05,Na3GdI6,Na3GdI6,Gd-I-Na,,,,,,,,,,,,,1.549599999999999,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
mp-29035,Sr(YS2)2,"S,Sr,Y",3,1.8122,0.0,-2.439627174821428,3.794902866439433,28,1.0,0.0,b,112,0,0,160,,True,0.0,1.0,b,0.8733897367733987,1.0,0.8307995803647795,1.0,0.6177032143351748,58,0.5526315789473684,0.8365036958529667,0.6666666666666666,0.3555934855273451,0.2635113559410414,0.3333333333333333,0.7849246248313698,0.001629114494518,3.565070250467208e-05,6.10373354122338e-08,3.04,0.0107850102993472,0.0040201335744221,0.0007761405046013,6.10373354122338e-08,3.565070250467208e-05,Sr(YS2)2,Sr(YS2)2,S-Sr-Y,,,,,,,,,,,,,1.8122,True,unknown,unknown,False,False,False,"photonics,magnetic:unknown,piezo/MEMS:unknown"
